55,4800195609801
39,6577872004636
38,9794114660505
39,0203837104749
39,0402429343275
39,047640010886
39,0515271174659
39,0545177216631
39,0572914283936
39,0600207328888
39,0627490995796
39,0654873609196
39,0682380967679
39,0710017937249
39,0737784024353
39,0765677318082
39,0793695489531
39,0821836045638
39,0850096393967
39,0878473859566
39,0906965689707
39,0935569055648
39,0964281053726
39,0993098706371
39,1022018963203
39,1051038702253
39,1080154731301
39,1109363789355
39,1138662548262
39,1168047614448
39,1197515530788
39,1227062778609
39,1256685779821
39,128638089917
39,1316144446613
39,1345972679818
39,137586180677
39,1405807988497
39,1435807341892
39,1465855942645
39,1495949828264
39,1526085001185
39,1556257431967
39,1586463062559
39,1616697809637
39,1646957568002
39,1677238214028
39,1707535609155
39,1737845603423
39,1768164039028
39,1798486753905
39,1828809585312
39,1859128373431
39,1889438964954
39,1919737216662
39,1950018998979
39,1980280199506
39,2010516726512
39,2040724512391
39,2070899517067
39,2101037731349
39,2131135180226
39,2161187926103
39,2191192071966
39,2221143764482
39,2251039197021
39,2280874612608
39,2310646306801
39,2340350630484
39,2369983992587
39,2399542862733
39,2429023773796
39,2458423324398
39,2487738181318
39,2516965081831
39,2546100835981
39,2575142328771
39,2604086522296
39,26329304578
39,2661671257664
39,2690306127337
39,2718832357194
39,2747247324322
39,2775548494256
39,2803733422622
39,2831799756734
39,2859745237098
39,2887567698845
39,2915265073085
39,2942835388172
39,2970276770867
39,2997587447415
39,3024765744506
39,3051810090125
39,3078719014273
39,3105491149568
39,3132125231696
39,3158620099717
39,3184974696221
39,3211188067309
39,3237259362411
39,3263187833921
39,3288972836653
39,3314613827104
39,3340110362525
39,3365462099801
39,3390668794133
39,3415730297528
39,3440646557094
39,346541761315
39,3490043597155
39,3514524729462
39,3538861316905
39,3563053750235
39,3587102501416
39,3611008120793
39,363477123414
39,365839253963
39,368187280471
39,3705212862922
39,3728413610686
39,3751476004055
39,377440105547
39,3797189830526
39,3819843444776
39,3842363060583
39,3864749884039
39,3887005161974
39,3909130179053
39,3931126254992
39,3952994741893
39,3974737021717
39,3996354503886
39,4017848623049
39,403922083698
39,4060472624647
39,4081605484427
39,4102620932475
39,4123520501246
39,4144305738168
39,4164978204444
39,4185539474003
39,4205991132566
39,4226334776833
39,4246572013777
39,4266704460034
39,428673374137
39,4306661492235
39,4326489355366
39,4346218981446
39,4365852028796
39,4385390163102
39,440483505715
39,442418839057
39,444345184958
39,4462627126713
39,4481715920528
39,4500719935289
39,451964088062
39,4538480471114
39,45572404259
39,4575922468176
39,4594528324679
39,4613059725118
39,4631518401551
39,4649906087721
39,4668224518333
39,4686475428298
39,4704660551921
39,4722781622057
39,4740840369229
39,4758838520702
39,4776777799546
39,4794659923653
39,4812486604748
39,4830259547376
39,4847980447879
39,4865650993363
39,4883272860666
39,4900847715322
39,4918377210532
39,4935862986142
39,4953306667636
39,4970709865136
39,4988074172434
39,500540116603
39,5022692404198
